project_id,country,region,customer_utility_company,application,system_power_mw,storage_capacity_mwh,battery_manufacturer_id,cod,unit_price_usd_per_kwh
ESS_254,South Korea,Asia-Pacific,Neoen,Frequency Regulation,81.8,163.6,LGES,2027-01-01,78.09
ESS_255,USA,North America,Terra-Gen,Renewable Integration,112.7,225.4,LGES,2022-07-01,141.19
ESS_256,Australia,Asia-Pacific,Vistra Energy,Renewable Integration,143.5,574.0,SAMSUNG_SDI,2022-04-01,138.79
ESS_257,USA,North America,Vistra Energy,Renewable Integration,21.5,43.0,LGES,2026-04-01,81.68
ESS_258,South Korea,Asia-Pacific,AES Corporation,Peak Shaving,103.9,415.6,LGES,2023-11-01,133.46
ESS_259,UK,Europe,KEPCO,Frequency Regulation,114.4,228.8,LGES,2024-05-01,109.47
ESS_260,UK,Europe,Neoen,Peak Shaving,142.2,284.4,LGES,2021-10-01,141.82
ESS_261,Germany,Europe,Neoen,Frequency Regulation,107.3,214.6,SAMSUNG_SDI,2021-11-01,138.87
ESS_262,South Korea,Asia-Pacific,Fluence,Renewable Integration,42.0,168.0,LGES,2026-08-01,81.08
ESS_263,South Korea,Asia-Pacific,Neoen,Peak Shaving,122.2,488.8,LGES,2021-01-01,146.0
ESS_264,Australia,Asia-Pacific,Duke Energy,Frequency Regulation,96.0,192.0,SAMSUNG_SDI,2021-06-01,135.18
ESS_265,South Korea,Asia-Pacific,Duke Energy,Renewable Integration,65.6,262.4,LGES,2025-05-01,100.59
ESS_266,USA,North America,AES Corporation,Renewable Integration,43.0,86.0,LGES,2026-01-01,85.08
ESS_267,Australia,Asia-Pacific,Terra-Gen,Renewable Integration,100.8,201.6,SAMSUNG_SDI,2025-01-01,91.14
ESS_268,USA,North America,PG&E,Renewable Integration,112.1,448.4,LGES,2023-05-01,128.32
ESS_269,USA,North America,Neoen,Renewable Integration,121.0,484.0,LGES,2025-01-01,91.28
ESS_270,USA,North America,AES Corporation,Renewable Integration,108.6,434.4,BYD,2022-09-01,106.96
ESS_271,Australia,Asia-Pacific,PG&E,Peak Shaving,58.5,234.0,SAMSUNG_SDI,2021-07-01,145.36
ESS_272,UK,Europe,Terra-Gen,Peak Shaving,140.1,560.4,LGES,2021-02-01,138.84
ESS_273,UK,Europe,Fluence,Frequency Regulation,106.0,424.0,LGES,2022-03-01,135.59
ESS_274,USA,North America,Neoen,Renewable Integration,69.3,138.6,CATL,2027-03-01,60.58
ESS_275,USA,North America,KEPCO,Renewable Integration,76.6,153.2,LGES,2023-11-01,124.56
ESS_276,UK,Europe,AES Corporation,Renewable Integration,28.7,114.8,LGES,2025-11-01,92.44
ESS_277,South Korea,Asia-Pacific,PG&E,Frequency Regulation,81.6,163.2,LGES,2024-02-01,103.86
ESS_278,UK,Europe,Neoen,Peak Shaving,147.9,295.8,LGES,2021-04-01,148.18
ESS_279,USA,North America,Duke Energy,Peak Shaving,88.4,353.6,LGES,2026-07-01,81.4
ESS_280,USA,North America,Southern California Edison,Peak Shaving,34.1,68.2,LGES,2026-05-01,84.58
ESS_281,USA,North America,Vistra Energy,Renewable Integration,102.7,205.4,LGES,2025-10-01,98.77
ESS_282,UK,Europe,Terra-Gen,Peak Shaving,128.2,512.8,LGES,2026-12-01,85.99
ESS_283,USA,North America,KEPCO,Renewable Integration,72.4,289.6,LGES,2021-06-01,135.34
ESS_284,South Korea,Asia-Pacific,Vistra Energy,Frequency Regulation,54.8,219.2,LGES,2022-12-01,150.19
ESS_285,UK,Europe,NextEra Energy,Renewable Integration,17.2,68.8,LGES,2025-09-01,93.37
ESS_286,UK,Europe,Vistra Energy,Renewable Integration,137.7,550.8,LGES,2023-06-01,128.95
ESS_287,USA,North America,NextEra Energy,Renewable Integration,29.0,116.0,LGES,2026-01-01,84.29
ESS_288,USA,North America,Enel Green Power,Peak Shaving,56.8,113.6,LGES,2027-03-01,75.21
ESS_289,USA,North America,Enel Green Power,Renewable Integration,66.5,266.0,LGES,2023-02-01,123.8
ESS_290,Australia,Asia-Pacific,Fluence,Frequency Regulation,137.3,274.6,SAMSUNG_SDI,2022-02-01,136.3
ESS_291,USA,North America,Vistra Energy,Peak Shaving,19.9,39.8,LGES,2027-08-01,78.22
ESS_292,UK,Europe,Fluence,Peak Shaving,90.1,180.2,LGES,2021-09-01,145.54
ESS_293,USA,North America,Terra-Gen,Renewable Integration,85.9,343.6,LGES,2022-10-01,146.83
ESS_294,USA,North America,KEPCO,Renewable Integration,136.1,544.4,LGES,2022-11-01,140.78
ESS_295,South Korea,Asia-Pacific,Neoen,Frequency Regulation,137.7,550.8,LGES,2025-02-01,98.23
ESS_296,Australia,Asia-Pacific,Florida Power & Light,Peak Shaving,87.8,175.6,SAMSUNG_SDI,2022-12-01,147.26
ESS_297,Australia,Asia-Pacific,Fluence,Peak Shaving,130.0,260.0,SAMSUNG_SDI,2021-04-01,147.84
ESS_298,USA,North America,Fluence,Peak Shaving,66.0,264.0,BYD,2027-04-01,59.1
ESS_299,USA,North America,Fluence,Renewable Integration,69.3,138.6,LGES,2021-05-01,133.66
ESS_300,UK,Europe,Terra-Gen,Frequency Regulation,67.4,269.6,LGES,2021-11-01,134.81
ESS_301,USA,North America,KEPCO,Renewable Integration,36.9,73.8,LGES,2022-12-01,144.29
ESS_302,USA,North America,Terra-Gen,Peak Shaving,109.1,436.4,LGES,2023-11-01,128.3
ESS_303,USA,North America,PG&E,Renewable Integration,13.5,27.0,LGES,2024-05-01,110.2
ESS_304,South Korea,Asia-Pacific,Terra-Gen,Peak Shaving,51.2,204.8,LGES,2021-03-01,144.3
ESS_305,China,Asia-Pacific,AES Corporation,Frequency Regulation,61.0,244.0,CATL,2027-08-01,54.61
ESS_306,South Korea,Asia-Pacific,Terra-Gen,Peak Shaving,149.9,299.8,LGES,2027-05-01,78.46
ESS_307,South Korea,Asia-Pacific,KEPCO,Renewable Integration,94.7,378.8,LGES,2024-05-01,109.2
ESS_308,USA,North America,NextEra Energy,Frequency Regulation,119.3,238.6,LGES,2026-05-01,80.73
ESS_309,UK,Europe,AES Corporation,Peak Shaving,133.8,535.2,LGES,2023-09-01,125.2
ESS_310,USA,North America,AES Corporation,Renewable Integration,93.3,373.2,LGES,2027-07-01,73.56
ESS_311,UK,Europe,Neoen,Frequency Regulation,142.1,568.4,LGES,2023-09-01,127.34
ESS_312,UK,Europe,AES Corporation,Peak Shaving,6.3,25.2,LGES,2021-06-01,138.28
ESS_313,UK,Europe,PG&E,Renewable Integration,75.6,302.4,LGES,2023-02-01,126.22
ESS_314,South Korea,Asia-Pacific,Southern California Edison,Frequency Regulation,5.2,20.8,LGES,2024-07-01,105.31
ESS_315,South Korea,Asia-Pacific,AES Corporation,Renewable Integration,36.4,72.8,LGES,2024-10-01,108.31
ESS_316,USA,North America,Neoen,Peak Shaving,86.8,347.2,BYD,2023-03-01,98.82
ESS_317,UK,Europe,AES Corporation,Peak Shaving,20.3,81.2,LGES,2025-06-01,98.78
ESS_318,South Korea,Asia-Pacific,PG&E,Peak Shaving,146.9,587.6,LGES,2021-11-01,146.87
ESS_319,UK,Europe,Duke Energy,Frequency Regulation,120.8,241.6,LGES,2024-05-01,114.21
ESS_320,Australia,Asia-Pacific,KEPCO,Frequency Regulation,65.3,261.2,SAMSUNG_SDI,2027-10-01,72.97
ESS_321,Germany,Europe,Enel Green Power,Peak Shaving,126.1,252.2,SAMSUNG_SDI,2025-12-01,93.9
ESS_322,USA,North America,Florida Power & Light,Frequency Regulation,130.8,523.2,CATL,2024-12-01,77.82
ESS_323,USA,North America,PG&E,Frequency Regulation,12.8,51.2,LGES,2025-05-01,89.74
ESS_324,UK,Europe,Southern California Edison,Peak Shaving,62.7,125.4,LGES,2023-05-01,137.82
ESS_325,USA,North America,Fluence,Renewable Integration,72.9,145.8,LGES,2025-09-01,99.47
ESS_326,China,Asia-Pacific,Duke Energy,Frequency Regulation,110.3,441.2,CATL,2026-01-01,63.19
ESS_327,USA,North America,Terra-Gen,Renewable Integration,18.0,36.0,BYD,2025-03-01,74.12
ESS_328,Australia,Asia-Pacific,PG&E,Renewable Integration,83.2,332.8,SAMSUNG_SDI,2022-08-01,144.0
ESS_329,Australia,Asia-Pacific,Duke Energy,Frequency Regulation,33.5,67.0,SAMSUNG_SDI,2027-04-01,80.45
ESS_330,South Korea,Asia-Pacific,KEPCO,Frequency Regulation,5.4,21.6,LGES,2026-01-01,88.82
ESS_331,South Korea,Asia-Pacific,Southern California Edison,Frequency Regulation,60.7,121.4,LGES,2026-10-01,87.21
ESS_332,Australia,Asia-Pacific,Duke Energy,Peak Shaving,133.6,534.4,SAMSUNG_SDI,2025-05-01,100.12
ESS_333,USA,North America,Fluence,Peak Shaving,119.1,238.2,LGES,2025-10-01,98.76
ESS_334,USA,North America,Vistra Energy,Renewable Integration,50.7,202.8,LGES,2023-12-01,131.82
ESS_335,China,Asia-Pacific,AES Corporation,Peak Shaving,54.3,217.2,CATL,2023-07-01,92.9
ESS_336,South Korea,Asia-Pacific,PG&E,Peak Shaving,72.3,289.2,LGES,2026-09-01,85.03
ESS_337,USA,North America,Southern California Edison,Frequency Regulation,42.1,168.4,LGES,2023-11-01,133.08
ESS_338,USA,North America,Southern California Edison,Peak Shaving,132.7,530.8,LGES,2027-09-01,79.24
ESS_339,USA,North America,PG&E,Peak Shaving,84.0,168.0,LGES,2021-07-01,137.48
ESS_340,Australia,Asia-Pacific,Neoen,Peak Shaving,46.1,92.2,SAMSUNG_SDI,2026-12-01,82.42
ESS_341,UK,Europe,Terra-Gen,Frequency Regulation,67.6,270.4,LGES,2026-09-01,80.75
ESS_342,UK,Europe,NextEra Energy,Peak Shaving,34.5,69.0,LGES,2023-03-01,129.47
ESS_343,Australia,Asia-Pacific,Duke Energy,Frequency Regulation,12.0,24.0,SAMSUNG_SDI,2025-03-01,100.46
ESS_344,UK,Europe,NextEra Energy,Renewable Integration,44.2,88.4,LGES,2023-06-01,123.04
ESS_345,USA,North America,Terra-Gen,Peak Shaving,80.0,320.0,LGES,2025-04-01,90.15
ESS_346,USA,North America,AES Corporation,Frequency Regulation,136.8,547.2,LGES,2022-07-01,136.83
ESS_347,South Korea,Asia-Pacific,NextEra Energy,Renewable Integration,134.6,538.4,LGES,2021-04-01,146.23
ESS_348,USA,North America,PG&E,Frequency Regulation,144.6,289.2,LGES,2022-02-01,137.38
ESS_349,USA,North America,AES Corporation,Frequency Regulation,119.9,239.8,LGES,2024-10-01,112.97
ESS_350,USA,North America,NextEra Energy,Frequency Regulation,77.9,155.8,LGES,2024-10-01,104.67
ESS_351,South Korea,Asia-Pacific,Terra-Gen,Renewable Integration,37.7,75.4,LGES,2024-02-01,104.47
ESS_352,UK,Europe,PG&E,Frequency Regulation,106.2,424.8,LGES,2024-08-01,103.14
ESS_353,USA,North America,PG&E,Renewable Integration,39.3,78.6,BYD,2021-01-01,104.49
ESS_354,USA,North America,Southern California Edison,Peak Shaving,38.4,153.6,LGES,2027-10-01,73.92
ESS_355,USA,North America,PG&E,Frequency Regulation,132.5,530.0,BYD,2025-12-01,71.7
ESS_356,USA,North America,Neoen,Renewable Integration,82.3,164.6,BYD,2023-10-01,100.65
ESS_357,Australia,Asia-Pacific,Fluence,Renewable Integration,96.9,193.8,SAMSUNG_SDI,2022-06-01,138.35
ESS_358,Australia,Asia-Pacific,Fluence,Renewable Integration,72.8,291.2,SAMSUNG_SDI,2027-12-01,78.36
ESS_359,UK,Europe,Duke Energy,Frequency Regulation,139.0,278.0,LGES,2022-09-01,147.9
ESS_360,Australia,Asia-Pacific,Vistra Energy,Frequency Regulation,33.6,134.4,SAMSUNG_SDI,2023-09-01,132.79
ESS_361,USA,North America,Vistra Energy,Renewable Integration,11.3,22.6,LGES,2026-02-01,84.2
ESS_362,USA,North America,Vistra Energy,Frequency Regulation,122.8,491.2,LGES,2026-01-01,87.49
ESS_363,USA,North America,KEPCO,Renewable Integration,30.7,122.8,LGES,2026-03-01,83.37
ESS_364,USA,North America,Southern California Edison,Peak Shaving,57.7,230.8,BYD,2021-09-01,107.92
ESS_365,USA,North America,NextEra Energy,Frequency Regulation,103.6,207.2,LGES,2021-07-01,144.5
ESS_366,South Korea,Asia-Pacific,Enel Green Power,Frequency Regulation,66.1,132.2,LGES,2024-01-01,102.86
ESS_367,USA,North America,Duke Energy,Peak Shaving,109.6,438.4,BYD,2022-03-01,109.79
ESS_368,South Korea,Asia-Pacific,KEPCO,Frequency Regulation,48.5,194.0,LGES,2023-01-01,129.7
ESS_369,USA,North America,Neoen,Peak Shaving,17.4,34.8,LGES,2026-07-01,85.98
ESS_370,South Korea,Asia-Pacific,Florida Power & Light,Renewable Integration,26.0,52.0,LGES,2022-08-01,139.49
ESS_371,USA,North America,Florida Power & Light,Peak Shaving,77.7,155.4,LGES,2024-11-01,103.77
ESS_372,South Korea,Asia-Pacific,Florida Power & Light,Frequency Regulation,83.3,333.2,LGES,2026-12-01,86.78
ESS_373,South Korea,Asia-Pacific,PG&E,Renewable Integration,14.3,57.2,LGES,2021-11-01,141.66
ESS_374,Australia,Asia-Pacific,NextEra Energy,Renewable Integration,77.4,309.6,SAMSUNG_SDI,2023-07-01,123.19
ESS_375,USA,North America,AES Corporation,Frequency Regulation,81.4,325.6,LGES,2027-07-01,77.3
ESS_376,South Korea,Asia-Pacific,KEPCO,Peak Shaving,95.8,383.2,LGES,2026-10-01,81.93
ESS_377,USA,North America,Neoen,Renewable Integration,134.9,539.6,LGES,2021-09-01,140.37
ESS_378,UK,Europe,Neoen,Renewable Integration,134.4,537.6,LGES,2021-08-01,148.28
ESS_379,USA,North America,Duke Energy,Renewable Integration,125.1,500.4,LGES,2026-11-01,79.16
ESS_380,China,Asia-Pacific,Duke Energy,Frequency Regulation,114.5,229.0,CATL,2021-09-01,110.27
ESS_381,USA,North America,Terra-Gen,Peak Shaving,20.9,83.6,LGES,2024-01-01,109.3
ESS_382,South Korea,Asia-Pacific,AES Corporation,Renewable Integration,95.5,382.0,LGES,2026-04-01,88.81
ESS_383,China,Asia-Pacific,Fluence,Peak Shaving,131.7,263.4,CATL,2024-02-01,82.13
ESS_384,South Korea,Asia-Pacific,Fluence,Renewable Integration,138.2,276.4,LGES,2021-12-01,136.26
ESS_385,USA,North America,Fluence,Renewable Integration,74.9,149.8,LGES,2025-11-01,94.66
ESS_386,UK,Europe,Vistra Energy,Frequency Regulation,65.6,131.2,LGES,2027-09-01,79.29
ESS_387,USA,North America,Terra-Gen,Frequency Regulation,18.7,37.4,LGES,2026-03-01,81.1
ESS_388,USA,North America,NextEra Energy,Peak Shaving,88.9,355.6,LGES,2025-06-01,100.18
ESS_389,South Korea,Asia-Pacific,Southern California Edison,Peak Shaving,105.8,211.6,LGES,2023-04-01,129.72
ESS_390,Australia,Asia-Pacific,Neoen,Frequency Regulation,59.1,118.2,SAMSUNG_SDI,2025-02-01,93.07
ESS_391,USA,North America,AES Corporation,Renewable Integration,22.3,89.2,LGES,2024-07-01,110.32
ESS_392,South Korea,Asia-Pacific,NextEra Energy,Renewable Integration,111.6,446.4,LGES,2024-05-01,107.87
ESS_393,Germany,Europe,Vistra Energy,Frequency Regulation,32.4,129.6,SAMSUNG_SDI,2023-12-01,137.02
ESS_394,South Korea,Asia-Pacific,KEPCO,Peak Shaving,53.5,107.0,LGES,2025-11-01,96.02
ESS_395,USA,North America,Florida Power & Light,Peak Shaving,79.0,316.0,LGES,2023-06-01,123.76
ESS_396,Australia,Asia-Pacific,AES Corporation,Renewable Integration,26.8,107.2,SAMSUNG_SDI,2026-03-01,87.99
ESS_397,USA,North America,Enel Green Power,Frequency Regulation,127.0,508.0,LGES,2025-12-01,98.9
ESS_398,USA,North America,Terra-Gen,Renewable Integration,46.8,93.6,LGES,2024-07-01,105.25
ESS_399,South Korea,Asia-Pacific,Duke Energy,Peak Shaving,52.4,104.8,LGES,2026-11-01,83.98
ESS_400,UK,Europe,AES Corporation,Frequency Regulation,16.7,33.4,LGES,2021-05-01,145.7
ESS_401,UK,Europe,Duke Energy,Peak Shaving,146.7,293.4,LGES,2022-07-01,148.18
ESS_402,USA,North America,Southern California Edison,Peak Shaving,133.0,532.0,LGES,2024-06-01,106.67
ESS_403,South Korea,Asia-Pacific,Florida Power & Light,Frequency Regulation,107.7,215.4,LGES,2026-03-01,80.02
ESS_404,USA,North America,Vistra Energy,Frequency Regulation,99.5,199.0,LGES,2025-09-01,89.62
ESS_405,UK,Europe,Neoen,Peak Shaving,74.8,299.2,LGES,2024-04-01,109.48
ESS_406,USA,North America,Enel Green Power,Peak Shaving,87.0,348.0,LGES,2025-10-01,94.38
ESS_407,UK,Europe,PG&E,Renewable Integration,64.0,256.0,LGES,2023-03-01,128.03
ESS_408,USA,North America,Terra-Gen,Peak Shaving,5.2,20.8,LGES,2021-03-01,141.12
ESS_409,USA,North America,KEPCO,Renewable Integration,102.2,408.8,LGES,2023-03-01,126.11
ESS_410,South Korea,Asia-Pacific,Southern California Edison,Peak Shaving,104.2,208.4,LGES,2027-10-01,81.45
ESS_411,USA,North America,Terra-Gen,Peak Shaving,79.3,158.6,BYD,2027-03-01,58.48
ESS_412,USA,North America,Enel Green Power,Peak Shaving,73.4,146.8,BYD,2026-07-01,66.49
ESS_413,USA,North America,Terra-Gen,Renewable Integration,96.5,193.0,LGES,2024-01-01,105.46
ESS_414,USA,North America,Southern California Edison,Frequency Regulation,149.6,598.4,LGES,2021-07-01,132.48
ESS_415,USA,North America,Southern California Edison,Frequency Regulation,38.4,76.8,CATL,2024-12-01,82.34
ESS_416,UK,Europe,Enel Green Power,Peak Shaving,50.9,101.8,LGES,2023-04-01,134.94
ESS_417,South Korea,Asia-Pacific,PG&E,Renewable Integration,8.7,34.8,LGES,2022-12-01,151.43
ESS_418,USA,North America,Duke Energy,Peak Shaving,92.5,185.0,LGES,2024-05-01,115.31
ESS_419,Germany,Europe,Florida Power & Light,Peak Shaving,31.8,63.6,SAMSUNG_SDI,2023-06-01,132.41
ESS_420,Australia,Asia-Pacific,Florida Power & Light,Frequency Regulation,104.2,208.4,SAMSUNG_SDI,2023-10-01,129.35
ESS_421,Australia,Asia-Pacific,Florida Power & Light,Renewable Integration,132.1,264.2,SAMSUNG_SDI,2021-05-01,147.72
ESS_422,South Korea,Asia-Pacific,Southern California Edison,Renewable Integration,83.8,335.2,LGES,2026-07-01,87.82
ESS_423,South Korea,Asia-Pacific,Neoen,Peak Shaving,128.9,257.8,LGES,2026-10-01,85.16
ESS_424,UK,Europe,Enel Green Power,Frequency Regulation,77.8,311.2,LGES,2027-01-01,80.17
ESS_425,South Korea,Asia-Pacific,Fluence,Peak Shaving,116.0,232.0,LGES,2022-10-01,141.38
ESS_426,UK,Europe,KEPCO,Peak Shaving,122.6,490.4,LGES,2021-12-01,145.17
ESS_427,UK,Europe,Florida Power & Light,Frequency Regulation,103.6,414.4,LGES,2022-04-01,152.51
ESS_428,USA,North America,Vistra Energy,Frequency Regulation,116.8,233.6,LGES,2022-01-01,140.92
ESS_429,USA,North America,Florida Power & Light,Peak Shaving,117.1,468.4,LGES,2024-01-01,105.67
ESS_430,Australia,Asia-Pacific,NextEra Energy,Frequency Regulation,105.1,210.2,CATL,2023-05-01,94.41
ESS_431,USA,North America,Duke Energy,Frequency Regulation,53.1,212.4,BYD,2024-11-01,80.1
ESS_432,USA,North America,NextEra Energy,Frequency Regulation,54.5,218.0,LGES,2026-01-01,88.5
ESS_433,USA,North America,KEPCO,Renewable Integration,50.2,100.4,LGES,2024-05-01,109.12
ESS_434,South Korea,Asia-Pacific,KEPCO,Renewable Integration,124.0,496.0,LGES,2027-11-01,76.2
ESS_435,Australia,Asia-Pacific,Enel Green Power,Frequency Regulation,138.1,552.4,SAMSUNG_SDI,2023-05-01,133.98
ESS_436,South Korea,Asia-Pacific,AES Corporation,Peak Shaving,15.0,60.0,LGES,2026-12-01,85.41
ESS_437,UK,Europe,Fluence,Peak Shaving,104.4,417.6,LGES,2024-06-01,114.52
ESS_438,UK,Europe,Duke Energy,Renewable Integration,36.7,73.4,LGES,2024-03-01,103.45
ESS_439,USA,North America,NextEra Energy,Frequency Regulation,103.0,206.0,LGES,2022-12-01,145.32
ESS_440,UK,Europe,Enel Green Power,Peak Shaving,117.1,468.4,LGES,2025-09-01,100.42
ESS_441,UK,Europe,Enel Green Power,Frequency Regulation,43.0,172.0,LGES,2024-05-01,115.04
ESS_442,USA,North America,Southern California Edison,Frequency Regulation,117.0,468.0,BYD,2026-09-01,60.28
ESS_443,USA,North America,AES Corporation,Renewable Integration,120.3,240.6,LGES,2023-11-01,133.58
ESS_444,South Korea,Asia-Pacific,Terra-Gen,Peak Shaving,137.5,550.0,LGES,2025-07-01,93.99
ESS_445,South Korea,Asia-Pacific,NextEra Energy,Renewable Integration,84.9,339.6,LGES,2026-09-01,79.06
ESS_446,South Korea,Asia-Pacific,Duke Energy,Peak Shaving,139.0,556.0,LGES,2025-01-01,99.2
ESS_447,USA,North America,AES Corporation,Renewable Integration,130.5,522.0,LGES,2027-06-01,76.73
ESS_448,Germany,Europe,Terra-Gen,Peak Shaving,73.2,146.4,SAMSUNG_SDI,2022-11-01,141.23
ESS_449,USA,North America,Neoen,Renewable Integration,54.3,108.6,CATL,2024-02-01,78.78
ESS_450,Australia,Asia-Pacific,Fluence,Renewable Integration,145.8,291.6,SAMSUNG_SDI,2021-02-01,140.54
ESS_451,USA,North America,Terra-Gen,Frequency Regulation,96.3,385.2,LGES,2025-07-01,95.38
ESS_452,South Korea,Asia-Pacific,AES Corporation,Peak Shaving,10.4,41.6,LGES,2021-04-01,140.67
ESS_453,USA,North America,KEPCO,Peak Shaving,86.2,344.8,LGES,2021-01-01,145.72
ESS_454,Germany,Europe,NextEra Energy,Renewable Integration,41.2,82.4,SAMSUNG_SDI,2023-02-01,130.21
ESS_455,Australia,Asia-Pacific,KEPCO,Renewable Integration,26.2,52.4,SAMSUNG_SDI,2026-11-01,80.1
ESS_456,Australia,Asia-Pacific,Fluence,Frequency Regulation,12.0,48.0,SAMSUNG_SDI,2026-07-01,88.4
ESS_457,USA,North America,Enel Green Power,Frequency Regulation,11.6,46.4,LGES,2023-01-01,129.94
ESS_458,USA,North America,Vistra Energy,Renewable Integration,31.4,62.8,BYD,2026-07-01,59.43
ESS_459,Germany,Europe,PG&E,Frequency Regulation,31.5,63.0,SAMSUNG_SDI,2026-12-01,88.62
ESS_460,USA,North America,KEPCO,Peak Shaving,63.8,127.6,LGES,2025-01-01,96.42
ESS_461,USA,North America,Neoen,Renewable Integration,11.5,23.0,LGES,2026-02-01,80.33
ESS_462,Australia,Asia-Pacific,AES Corporation,Renewable Integration,13.5,54.0,CATL,2027-08-01,57.79
ESS_463,UK,Europe,Southern California Edison,Frequency Regulation,50.9,101.8,LGES,2021-08-01,135.28
ESS_464,USA,North America,Fluence,Peak Shaving,126.7,506.8,LGES,2021-09-01,135.04
ESS_465,USA,North America,Neoen,Renewable Integration,71.9,143.8,LGES,2026-08-01,81.02
ESS_466,USA,North America,NextEra Energy,Renewable Integration,56.9,113.8,CATL,2026-04-01,66.37
ESS_467,South Korea,Asia-Pacific,Duke Energy,Renewable Integration,17.4,69.6,LGES,2025-07-01,90.97
ESS_468,USA,North America,Duke Energy,Frequency Regulation,119.8,479.2,BYD,2027-03-01,55.41
ESS_469,USA,North America,Enel Green Power,Peak Shaving,41.2,164.8,LGES,2025-05-01,91.96
ESS_470,UK,Europe,NextEra Energy,Frequency Regulation,134.4,268.8,LGES,2025-03-01,94.34
ESS_471,UK,Europe,Duke Energy,Renewable Integration,108.3,216.6,LGES,2024-04-01,105.73
ESS_472,UK,Europe,Southern California Edison,Frequency Regulation,98.8,197.6,LGES,2021-08-01,145.19
ESS_473,UK,Europe,PG&E,Peak Shaving,37.0,74.0,LGES,2021-09-01,140.98
ESS_474,USA,North America,Florida Power & Light,Renewable Integration,67.7,270.8,LGES,2024-10-01,111.05
ESS_475,USA,North America,Fluence,Peak Shaving,36.4,145.6,LGES,2021-11-01,138.87
ESS_476,USA,North America,Duke Energy,Renewable Integration,145.8,291.6,LGES,2025-09-01,93.62
ESS_477,UK,Europe,KEPCO,Frequency Regulation,68.2,272.8,LGES,2023-12-01,136.35
ESS_478,USA,North America,Neoen,Renewable Integration,32.3,129.2,LGES,2024-07-01,115.05
ESS_479,South Korea,Asia-Pacific,Terra-Gen,Renewable Integration,40.7,81.4,LGES,2026-12-01,88.26
ESS_480,Australia,Asia-Pacific,PG&E,Peak Shaving,17.1,68.4,SAMSUNG_SDI,2025-04-01,89.81
ESS_481,Australia,Asia-Pacific,Fluence,Renewable Integration,21.4,42.8,SAMSUNG_SDI,2021-08-01,132.61
ESS_482,USA,North America,KEPCO,Renewable Integration,72.8,145.6,BYD,2027-07-01,56.7
ESS_483,USA,North America,Southern California Edison,Renewable Integration,26.6,106.4,LGES,2021-02-01,139.26
ESS_484,Germany,Europe,Southern California Edison,Peak Shaving,40.2,160.8,SAMSUNG_SDI,2022-02-01,146.89
ESS_485,USA,North America,Florida Power & Light,Frequency Regulation,100.4,200.8,LGES,2027-07-01,75.81
ESS_486,UK,Europe,AES Corporation,Renewable Integration,129.3,258.6,LGES,2023-02-01,131.1
ESS_487,USA,North America,PG&E,Renewable Integration,116.3,465.2,LGES,2027-03-01,72.53
ESS_488,South Korea,Asia-Pacific,Vistra Energy,Peak Shaving,142.5,570.0,LGES,2022-05-01,139.51
ESS_489,UK,Europe,KEPCO,Renewable Integration,143.2,286.4,LGES,2022-09-01,140.9
ESS_490,Australia,Asia-Pacific,Terra-Gen,Frequency Regulation,47.4,94.8,SAMSUNG_SDI,2021-05-01,140.24
ESS_491,USA,North America,PG&E,Peak Shaving,30.2,60.4,LGES,2024-08-01,113.51
ESS_492,UK,Europe,Duke Energy,Frequency Regulation,69.5,139.0,LGES,2021-04-01,146.14
ESS_493,USA,North America,AES Corporation,Renewable Integration,29.5,59.0,CATL,2023-03-01,97.77
ESS_494,Australia,Asia-Pacific,Vistra Energy,Peak Shaving,31.5,63.0,SAMSUNG_SDI,2027-09-01,74.21
ESS_495,South Korea,Asia-Pacific,Southern California Edison,Renewable Integration,94.5,189.0,LGES,2024-06-01,104.66
ESS_496,UK,Europe,AES Corporation,Frequency Regulation,18.8,75.2,LGES,2023-09-01,136.02
ESS_497,USA,North America,PG&E,Frequency Regulation,23.2,92.8,LGES,2025-12-01,98.8
ESS_498,USA,North America,Terra-Gen,Frequency Regulation,112.6,450.4,LGES,2021-02-01,142.67
ESS_499,UK,Europe,Terra-Gen,Frequency Regulation,99.0,396.0,LGES,2027-12-01,80.27
ESS_500,USA,North America,Terra-Gen,Peak Shaving,6.8,27.2,LGES,2023-04-01,137.72
ESS_501,Australia,Asia-Pacific,Florida Power & Light,Frequency Regulation,50.5,101.0,SAMSUNG_SDI,2026-01-01,80.14
ESS_502,USA,North America,AES Corporation,Frequency Regulation,103.0,206.0,LGES,2027-12-01,74.76
ESS_503,Australia,Asia-Pacific,PG&E,Frequency Regulation,79.9,319.6,CATL,2022-04-01,104.3
ESS_504,UK,Europe,Neoen,Frequency Regulation,131.7,263.4,LGES,2027-03-01,77.51
ESS_505,UK,Europe,Vistra Energy,Renewable Integration,122.7,490.8,LGES,2027-10-01,78.62
ESS_506,South Korea,Asia-Pacific,KEPCO,Frequency Regulation,140.0,560.0,LGES,2022-07-01,146.02
ESS_507,South Korea,Asia-Pacific,Duke Energy,Renewable Integration,21.9,87.6,LGES,2026-10-01,86.28
ESS_508,UK,Europe,Southern California Edison,Frequency Regulation,124.1,248.2,LGES,2022-07-01,139.08
ESS_509,South Korea,Asia-Pacific,Neoen,Frequency Regulation,6.8,13.6,LGES,2021-02-01,131.76
